time,count
0,1
5,5
10,8
15,4
20,2
25,1
30,2
35,5
40,2
45,1
50,1
55,1
60,1
65,3
70,2
75,2
80,2
85,3
90,4
95,0
100,0
105,4
110,1
115,2
120,1
125,1
130,3
135,1
140,1
145,1
150,3
155,1
160,2
165,4
170,3
175,3
180,3
185,5
190,4
195,4
200,2
205,3
210,5
215,5
220,6
225,6
230,3
235,4
240,5
245,9
250,4
255,5
260,8
265,5
270,7
275,10
280,12
285,9
290,5
295,4
300,4
305,7
310,1
315,7
320,4
325,4
330,4
335,7
340,3
345,2
350,1
355,3
360,1
365,1
370,1
375,1
380,3
385,3
390,10
395,2
400,1
405,2
410,3
415,1
420,4
425,1
430,2
435,2
440,1
445,5
450,0
455,1
