time,count
0,3
5,9
10,2
15,4
20,4
25,1
30,5
35,4
40,4
45,0
50,1
55,7
60,0
65,7
70,4
75,2
80,1
85,1
90,1
95,1
100,2
105,1
110,5
115,3
120,2
125,1
130,2
135,0
140,2
145,3
150,1
155,4
160,4
165,6
170,1
175,1
180,5
185,8
190,8
195,10
200,9
205,8
210,7
215,7
220,6
225,8
230,3
235,5
240,3
245,4
250,3
255,2
260,1
265,7
270,6
275,3
280,2
285,6
290,4
295,6
300,3
305,3
310,3
315,1
320,3
325,4
330,2
335,1
340,3
345,4
350,2
355,4
360,3
365,0
370,2
375,5
380,1
385,2
390,5
395,3
400,3
405,9
410,1
415,2
420,3
425,3
430,2
435,5
440,1
445,3
450,3
455,5
460,0
465,4
470,5
475,3
480,3
485,3
490,1
495,3
500,3
505,4
510,2
515,5
520,4
525,5
530,3
