time,count
0,1
5,3
10,3
15,2
20,3
25,4
30,5
35,1
40,2
45,4
50,3
55,3
60,3
65,3
70,4
75,1
80,7
85,0
90,1
95,4
100,5
105,5
110,2
115,0
120,2
125,1
130,3
135,2
140,2
145,0
150,1
155,1
160,2
165,2
170,2
175,1
180,2
185,2
190,3
195,0
200,3
205,5
210,3
215,1
220,4
225,2
230,3
235,6
240,2
245,6
250,5
255,2
260,5
265,2
270,3
275,3
280,2
285,1
290,1
295,0
300,5
305,0
310,4
315,0
320,1
325,2
330,2
335,5
340,8
345,6
350,5
355,0
360,4
365,3
370,5
375,4
380,4
385,8
390,1
395,4
400,2
405,1
410,1
415,3
420,5
425,0
430,2
435,6
440,2
445,1
450,3
455,2
460,2
465,5
470,3
475,2
480,2
485,5
490,1
495,2
500,0
505,1
510,2
515,2
520,3
525,2
530,0
535,0
