time,count
0,37
5,38
10,38
15,35
20,39
25,22
30,14
35,11
40,23
45,17
50,19
55,14
60,20
65,20
70,16
75,16
80,22
85,12
90,16
95,18
100,16
105,10
110,13
115,13
120,15
125,17
130,18
135,17
140,32
145,26
150,25
155,22
160,15
165,17
170,16
175,7
180,14
185,8
190,7
195,4
200,13
205,9
210,15
215,15
220,17
225,15
230,11
235,14
240,7
245,9
250,9
255,8
260,9
265,9
270,11
275,6
280,11
285,12
290,9
295,13
300,18
305,16
310,10
315,12
320,5
325,14
330,15
335,11
340,13
345,14
350,15
355,19
360,14
365,29
370,10
375,11
380,7
385,12
390,10
395,4
400,8
405,8
410,4
415,2
420,8
425,9
430,4
435,5
440,8
445,7
450,9
455,9
460,6
465,10
470,13
475,3
480,16
485,12
490,16
495,11
500,11
505,3
510,3
515,4
520,11
525,6
530,7
535,3
540,11
545,8
550,19
555,7
560,7
565,6
570,6
575,10
580,7
585,7
590,4
595,9
600,3
605,9
610,5
615,10
620,3
625,3
630,5
635,5
640,4
645,2
650,4
655,4
660,2
665,16
670,3
675,9
680,0
685,7
690,10
695,15
700,4
705,8
710,5
715,9
720,7
725,12
730,8
735,4
740,5
745,8
750,10
755,11
760,7
765,8
770,7
775,15
780,5
785,9
790,12
795,9
800,5
805,5
810,5
815,7
820,5
825,5
830,8
835,3
840,18
845,8
850,7
855,3
860,8
865,7
870,14
875,6
880,6
885,9
890,9
895,7
900,6
905,6
910,4
915,5
920,12
925,14
930,5
935,11
940,13
945,13
950,14
955,5
960,5
965,9
970,3
975,3
980,8
985,5
990,2
995,1
