time,count
0,18
5,18
10,30
15,28
20,28
25,30
30,28
35,17
40,26
45,21
50,20
55,24
60,14
65,8
70,10
75,17
80,15
85,20
90,11
95,15
100,16
105,15
110,10
115,15
120,17
125,17
130,10
135,20
140,15
145,8
150,12
155,15
160,15
165,15
170,11
175,13
180,3
185,6
190,10
195,13
200,11
205,10
210,13
215,12
220,11
225,13
230,8
235,7
240,8
245,11
250,20
255,13
260,17
265,13
270,18
275,16
280,14
285,19
290,12
295,14
300,17
305,15
310,13
315,14
320,14
325,13
330,7
335,6
340,5
345,10
350,15
355,14
360,8
365,7
370,22
375,10
380,20
385,13
390,17
395,21
400,16
405,15
410,20
415,12
420,5
425,10
430,4
435,3
440,6
445,4
450,8
455,11
460,5
465,11
470,11
475,5
480,8
485,12
490,11
495,6
500,9
505,10
510,4
515,15
520,8
525,7
530,14
535,9
540,10
545,7
550,10
555,8
560,11
565,6
570,9
575,15
580,12
585,16
590,16
595,19
600,7
605,9
610,17
615,14
620,13
625,19
630,15
635,5
640,19
645,6
650,10
655,14
660,16
665,7
670,11
675,8
680,14
685,7
690,11
695,9
700,13
705,8
710,16
715,15
720,6
725,14
730,9
735,10
740,12
745,14
750,9
755,11
760,11
765,5
770,12
775,7
780,9
785,10
790,7
795,7
800,16
805,16
810,15
815,13
820,6
825,15
830,12
835,12
840,8
845,9
850,12
855,15
860,3
865,8
870,12
875,15
880,10
885,4
890,11
895,4
900,7
905,10
910,15
915,7
920,7
925,14
930,12
935,16
940,17
945,12
950,16
955,14
960,14
965,19
970,10
975,7
980,5
985,12
990,12
995,11
1000,13
1005,11
1010,11
1015,18
1020,9
1025,14
1030,11
1035,6
1040,13
1045,13
1050,10
1055,9
1060,8
1065,15
1070,14
1075,15
1080,5
1085,4
1090,6
1095,6
1100,6
1105,6
1110,5
1115,3
1120,6
1125,5
1130,5
1135,3
1140,4
1145,8
1150,4
1155,7
1160,5
1165,5
1170,7
1175,6
1180,8
1185,5
1190,7
1195,3
1200,11
1205,10
1210,10
1215,10
1220,3
1225,7
1230,7
1235,4
1240,1
