time,count
0,40
5,34
10,27
15,46
20,37
25,45
30,38
35,50
40,44
45,34
50,20
55,20
60,15
65,19
70,19
75,20
80,11
85,18
90,16
95,8
100,15
105,10
110,11
115,7
120,15
125,16
130,20
135,6
140,14
145,9
150,12
155,13
160,10
165,20
170,10
175,5
180,11
185,11
190,14
195,12
200,7
205,14
210,6
215,10
220,9
225,6
230,11
235,10
240,9
245,19
250,17
255,15
260,10
265,15
270,18
275,30
280,18
285,21
290,18
295,6
300,10
305,9
310,19
315,10
320,8
325,12
330,12
335,12
340,8
345,7
350,3
355,10
360,6
365,8
370,9
375,10
380,9
385,9
390,5
395,13
400,12
405,9
410,15
415,7
420,6
425,3
430,8
435,8
440,4
445,13
450,4
455,7
460,6
465,12
470,8
475,6
480,1
485,8
490,6
495,9
500,6
505,14
510,8
515,9
520,5
525,4
530,10
535,6
540,10
545,4
550,9
555,6
560,8
565,8
570,3
575,5
580,3
585,6
590,7
595,9
600,6
605,5
610,7
615,5
620,11
625,8
630,6
635,12
640,6
645,7
650,6
655,1
660,11
665,6
670,12
675,13
680,13
685,11
690,10
695,11
700,10
705,15
710,16
715,11
720,16
725,3
730,10
735,8
740,9
745,8
750,6
755,18
760,7
765,15
770,4
775,4
780,14
785,3
790,6
795,10
800,7
805,1
810,4
815,8
820,4
825,7
830,3
835,9
840,9
845,8
850,12
855,5
860,13
865,3
870,7
875,6
880,3
885,1
890,6
895,3
900,8
905,6
910,7
915,7
920,14
925,11
930,16
935,15
940,11
945,14
950,19
955,8
960,22
965,15
970,5
975,3
980,6
985,4
990,2
995,5
1000,5
1005,4
1010,7
1015,1
1020,9
1025,5
1030,1
1035,4
1040,5
1045,4
1050,10
1055,2
1060,4
1065,5
1070,6
1075,8
1080,4
1085,4
1090,6
1095,4
1100,3
1105,7
1110,3
1115,1
1120,4
1125,7
1130,3
1135,1
1140,5
1145,0
1150,3
1155,2
1160,2
1165,4
1170,3
1175,4
1180,5
1185,8
1190,6
1195,4
1200,1
1205,6
1210,5
1215,4
1220,6
1225,7
1230,12
1235,13
1240,7
1245,6
1250,3
1255,6
1260,5
1265,7
1270,6
1275,2
1280,5
1285,2
1290,4
1295,9
1300,2
1305,5
1310,6
1315,5
1320,9
1325,5
1330,3
1335,2
1340,4
1345,3
1350,4
1355,0
