time,count
0,5
5,6
10,7
15,6
20,8
25,4
30,3
35,11
40,3
45,4
50,3
55,4
60,3
65,3
70,2
75,4
80,0
85,3
90,2
95,0
100,1
105,3
110,3
115,4
120,2
125,4
130,0
135,2
140,1
145,3
150,0
155,2
160,2
165,1
170,5
175,1
180,3
185,3
190,0
195,1
200,4
205,5
210,3
215,3
220,4
225,4
230,3
235,5
240,4
245,4
250,6
255,3
260,3
265,4
270,3
275,4
280,3
285,6
290,1
295,3
300,4
305,4
310,2
315,2
320,4
325,1
330,2
335,1
340,8
345,3
350,6
355,5
360,6
365,2
370,1
375,1
380,4
385,2
390,2
395,0
400,3
405,1
410,0
415,4
420,3
425,3
430,2
435,1
440,3
445,1
450,4
455,4
460,3
465,1
470,1
475,3
480,4
485,1
490,0
495,0
500,2
505,2
510,6
515,2
520,1
525,3
530,2
535,2
540,4
545,3
550,2
555,1
560,6
565,1
570,3
575,1
580,5
585,3
590,1
595,2
600,8
605,2
610,1
615,7
620,5
625,3
630,6
635,5
640,3
645,3
650,0
655,5
660,3
665,2
670,5
675,3
680,3
685,2
690,6
695,8
700,3
705,1
710,3
715,3
720,4
725,4
730,5
735,4
740,2
745,1
750,1
755,2
760,3
765,0
770,2
775,3
780,2
785,2
790,4
795,4
800,7
805,2
810,6
815,2
820,1
825,0
830,1
835,1
840,3
845,4
850,2
855,0
860,2
865,1
870,1
875,1
880,4
885,2
890,0
895,1
900,2
905,4
910,0
915,0
920,2
925,1
930,3
935,1
940,5
945,1
950,1
955,0
960,1
965,5
970,2
975,3
980,2
985,3
990,4
995,10
1000,2
1005,5
1010,3
1015,4
1020,0
1025,0
