time,count
0,7
5,3
10,0
15,9
20,2
25,6
30,5
35,3
40,0
45,4
50,6
55,1
60,3
65,3
70,4
75,7
80,1
85,2
90,1
95,6
100,4
105,2
110,4
115,4
120,8
125,3
130,4
135,3
140,7
145,1
150,7
155,10
160,8
165,6
170,4
175,7
180,4
185,9
190,3
195,3
200,7
205,3
210,4
215,5
220,1
225,0
230,1
235,3
240,2
245,3
250,3
255,2
260,1
265,1
270,3
275,2
280,6
285,4
290,1
295,4
300,6
305,2
310,5
315,5
320,5
325,3
330,7
335,5
340,2
345,5
350,7
355,1
360,3
365,4
370,1
375,4
380,2
385,0
390,4
395,2
400,1
405,2
410,2
415,0
420,4
425,1
430,1
435,0
440,3
445,2
450,4
455,2
460,3
465,2
470,4
475,4
480,2
485,2
490,7
495,3
500,1
505,0
510,2
515,3
520,3
525,3
530,5
535,1
540,0
545,2
550,1
555,1
560,0
565,2
570,0
575,2
580,2
585,4
590,5
595,4
600,1
605,3
610,2
615,3
620,3
625,3
630,3
635,8
640,1
645,3
650,1
655,6
660,4
665,3
670,3
675,2
680,5
685,2
690,1
695,7
700,2
705,2
710,8
715,2
720,3
725,5
730,3
735,4
740,2
745,4
750,2
755,4
760,1
765,7
770,2
775,6
780,3
785,3
790,1
795,2
800,3
805,2
810,3
815,2
820,4
825,4
830,6
835,2
840,4
845,3
850,0
