time,count
0,11
5,5
10,6
15,10
20,5
25,5
30,6
35,1
40,8
45,5
50,6
55,2
60,5
65,6
70,4
75,3
80,4
85,7
90,6
95,5
100,7
105,3
110,4
115,3
120,6
125,1
130,1
135,5
140,3
145,3
150,8
155,2
160,4
165,5
170,2
175,4
180,5
185,3
190,3
195,4
200,5
205,6
210,7
215,8
220,6
225,3
230,4
235,0
240,1
245,4
250,2
255,1
260,6
265,7
270,3
275,5
280,2
285,8
290,0
295,4
300,6
305,3
310,5
315,3
320,2
325,3
330,5
335,7
340,4
345,3
350,3
355,2
360,4
365,3
370,3
375,4
380,6
385,3
390,5
395,4
400,2
405,1
410,2
415,5
420,3
425,4
430,2
435,4
440,3
445,4
450,5
455,1
460,2
465,6
470,0
475,5
480,5
485,5
490,2
495,2
500,3
505,4
510,4
515,3
520,10
525,5
530,2
535,7
540,9
545,8
550,7
555,7
560,5
565,6
570,5
575,4
580,3
585,0
590,1
595,1
600,1
605,5
610,3
615,4
620,5
625,3
630,7
635,3
640,0
645,1
650,7
655,4
660,3
665,6
670,5
675,2
680,5
685,2
690,2
695,3
700,2
705,3
710,0
715,3
720,2
725,5
730,2
735,3
740,2
745,5
750,3
755,5
760,3
765,4
770,2
775,6
780,3
785,4
790,4
795,6
800,3
805,5
810,2
815,6
820,3
825,1
830,6
835,4
840,2
845,5
850,3
855,4
860,2
865,4
870,1
875,2
880,5
885,3
890,5
895,5
900,3
905,4
910,4
915,3
920,3
925,5
930,6
935,2
940,6
945,4
950,1
955,2
960,4
965,2
970,3
975,1
980,3
985,1
990,3
995,2
1000,2
1005,1
1010,2
1015,5
1020,4
1025,2
1030,5
1035,2
1040,3
1045,3
1050,3
1055,4
1060,4
1065,8
1070,3
1075,3
1080,4
1085,2
1090,3
1095,4
1100,2
1105,2
1110,2
1115,3
1120,1
1125,2
1130,1
1135,1
1140,3
1145,3
1150,1
1155,2
1160,2
1165,1
1170,2
1175,4
1180,4
1185,6
1190,3
1195,3
1200,2
1205,6
1210,2
1215,0
