time,count
0,2
5,5
10,4
15,4
20,3
25,4
30,1
35,1
40,5
45,3
50,0
55,2
60,2
65,0
70,4
75,1
80,2
85,2
90,3
95,1
100,3
105,2
110,6
115,1
120,2
125,5
130,3
135,5
140,0
145,0
150,3
155,2
160,1
165,1
170,2
175,2
180,1
185,2
190,3
195,2
200,3
205,2
210,1
215,5
220,2
225,6
230,1
235,3
240,4
245,2
250,2
255,3
260,6
265,2
270,1
275,4
280,6
285,6
290,5
295,7
300,0
305,2
310,5
315,2
320,0
325,2
330,0
335,1
340,1
345,1
350,4
355,2
360,3
365,0
370,1
375,3
380,1
385,3
390,1
395,1
400,4
405,2
410,4
415,2
420,2
425,2
430,0
435,0
440,1
445,4
450,2
455,2
460,3
465,4
470,0
475,1
480,2
485,2
490,2
495,4
500,2
505,3
510,1
515,3
520,2
525,2
530,2
535,4
540,2
545,4
550,4
555,6
560,7
565,3
570,1
575,3
580,2
585,0
590,5
595,2
600,2
605,1
610,2
615,1
620,2
625,0
630,2
635,2
640,1
645,2
650,3
655,0
660,1
665,1
670,0
675,1
680,2
685,1
690,4
695,1
700,4
705,4
710,3
715,2
720,1
725,0
730,2
735,3
740,1
745,2
750,3
755,3
760,2
765,0
770,2
775,2
780,1
785,2
790,2
795,2
800,4
805,1
810,7
815,3
820,6
825,3
830,1
835,3
840,4
845,5
850,3
855,0
860,3
865,0
870,4
875,1
880,2
885,2
890,2
895,0
900,3
905,1
910,2
915,3
920,2
925,8
930,2
935,1
940,1
945,0
950,2
955,2
960,4
965,4
970,3
975,2
980,2
985,0
990,4
995,1
1000,1
1005,1
1010,3
1015,2
1020,1
1025,5
1030,3
1035,1
1040,1
1045,1
