time,count
0,7
5,14
10,7
15,5
20,8
25,12
30,7
35,4
40,5
45,2
50,2
55,4
60,8
65,3
70,3
75,2
80,4
85,7
90,3
95,1
100,3
105,2
110,7
115,6
120,5
125,5
130,6
135,4
140,4
145,2
150,4
155,6
160,4
165,4
170,3
175,7
180,6
185,6
190,2
195,3
200,5
205,4
210,3
215,5
220,6
225,2
230,5
235,3
240,4
245,3
250,3
255,3
260,5
265,11
270,3
275,1
280,3
285,2
290,2
295,4
300,4
305,4
310,5
315,4
320,3
325,3
330,4
335,3
340,8
345,4
350,10
355,2
360,4
365,1
370,4
375,6
380,3
385,5
390,2
395,5
400,4
405,5
410,9
415,3
420,5
425,4
430,6
435,7
440,2
445,2
450,2
455,2
460,2
465,1
470,1
475,3
480,6
485,6
490,4
495,6
500,4
505,3
510,3
515,9
520,6
525,4
530,3
535,6
540,5
545,6
550,6
555,1
560,9
565,4
570,6
575,6
580,6
585,3
590,3
595,4
600,1
605,3
610,1
615,3
620,4
625,6
630,5
635,2
640,5
645,4
650,3
655,5
660,2
665,7
670,4
675,4
680,7
685,7
690,8
695,9
700,3
705,6
710,7
715,5
720,6
725,8
730,4
735,6
740,3
745,4
750,4
755,2
760,6
765,5
770,4
775,5
780,2
785,5
790,7
795,2
800,9
805,9
810,5
815,6
820,5
825,6
830,5
835,10
840,4
845,3
850,3
855,5
860,2
865,5
870,3
875,0
880,1
885,2
890,2
895,4
900,7
905,9
910,1
915,4
920,3
925,0
930,1
935,2
940,4
945,2
950,4
955,0
960,2
965,2
970,7
975,4
980,2
985,1
990,4
995,3
1000,3
1005,4
1010,5
1015,1
1020,7
1025,2
1030,2
1035,3
1040,3
1045,3
1050,4
1055,4
1060,1
1065,1
1070,6
1075,5
1080,5
1085,7
1090,3
1095,12
1100,3
1105,4
1110,2
1115,2
