time,count
0,6
30,17
60,26
90,31
120,17
150,9
180,20
210,8
240,29
270,20
300,13
330,15
360,19
390,13
420,15
450,15
480,30
510,21
540,21
570,13
600,19
630,17
660,23
690,22
720,19
750,26
780,26
810,18
840,28
870,19
900,22
930,13
960,20
990,24
1020,18
1050,38
1080,17
1110,21
1140,20
1170,18
1200,4
