time,count
0,13
30,61
60,68
90,40
120,44
150,52
180,62
210,46
240,51
270,33
300,43
330,57
360,34
390,49
420,52
450,76
480,32
510,29
540,31
570,26
600,27
630,36
660,39
690,52
720,45
750,55
780,45
810,32
840,30
870,35
900,51
930,40
960,52
990,58
1020,14
