time,count
0,103
5,102
10,44
15,46
20,65
25,54
30,70
35,50
40,52
45,47
50,31
55,32
60,49
65,65
70,72
75,57
80,45
85,34
90,33
95,35
100,15
105,18
110,30
115,22
120,36
125,24
130,19
135,24
140,23
145,24
150,22
155,21
160,14
165,22
170,26
175,18
180,18
185,23
190,20
195,29
200,24
205,13
210,17
215,15
220,22
225,27
230,26
235,22
240,19
245,23
250,26
255,24
260,21
265,31
270,38
275,21
280,27
285,37
290,39
295,29
300,34
305,29
310,24
315,30
320,25
325,29
330,31
335,20
340,25
345,19
350,29
355,28
360,17
365,24
370,25
375,24
380,13
385,19
390,17
395,18
400,20
405,28
410,22
415,20
420,30
425,22
430,15
435,25
440,25
445,23
450,21
455,43
460,40
465,43
470,65
475,72
480,59
485,46
490,53
495,40
500,40
505,48
510,52
515,49
520,31
525,34
530,40
535,47
540,28
545,45
550,21
555,27
560,27
565,16
570,20
575,11
580,15
585,23
590,18
595,21
600,16
605,27
610,32
615,25
620,16
625,27
630,25
635,25
640,24
645,18
650,14
655,19
660,15
665,21
670,8
675,20
680,29
685,35
690,21
695,30
700,17
705,19
710,15
715,15
720,18
725,19
730,10
735,8
740,15
745,9
750,11
755,11
760,11
765,9
770,16
775,17
780,9
785,2
790,2
