time,count
0,52
5,58
10,39
15,54
20,37
25,34
30,30
35,29
40,31
45,39
50,33
55,32
60,35
65,38
70,30
75,34
80,23
85,30
90,36
95,26
100,29
105,35
110,45
115,42
120,50
125,46
130,37
135,40
140,45
145,32
150,39
155,17
160,27
165,22
170,14
175,17
180,21
185,10
190,7
195,14
200,13
205,11
210,12
215,11
220,32
225,16
230,30
235,49
240,31
245,33
250,23
255,13
260,28
265,28
270,16
275,18
280,21
285,22
290,22
295,24
300,22
305,23
310,19
315,13
320,18
325,29
330,32
335,19
340,21
345,23
350,23
355,27
360,18
365,27
370,38
375,21
380,24
385,20
390,19
395,23
400,28
405,28
410,23
415,48
420,22
425,18
430,27
435,15
440,19
445,18
450,17
455,23
460,10
465,18
470,15
475,9
480,15
485,25
490,26
495,24
500,20
505,24
510,17
515,20
520,28
525,15
530,13
535,17
540,16
545,20
550,16
555,20
560,28
565,23
570,17
575,19
580,13
585,21
590,22
595,14
600,18
605,13
610,20
615,18
620,19
625,10
630,18
635,28
640,22
645,33
650,33
655,29
660,23
665,32
670,29
675,24
680,27
685,20
690,10
695,7
700,6
705,7
710,3
715,7
720,10
725,7
730,16
735,14
740,12
745,9
750,9
755,11
760,13
765,6
770,6
775,16
780,9
785,17
790,12
795,10
800,16
805,7
810,11
815,10
820,14
825,14
830,11
835,17
840,20
845,21
850,24
855,32
860,34
865,17
870,23
875,5
880,17
885,8
890,10
895,9
900,4
905,9
910,15
915,18
920,14
925,11
930,8
935,11
940,11
945,9
950,5
955,8
960,10
965,20
970,15
975,13
980,16
985,7
990,19
995,14
1000,24
1005,8
1010,11
1015,11
1020,10
1025,7
1030,10
1035,1
1040,7
1045,1
1050,6
1055,5
1060,10
1065,3
1070,13
1075,7
1080,5
1085,2
1090,12
1095,7
1100,9
1105,6
1110,5
1115,8
1120,8
1125,8
1130,5
1135,9
1140,6
1145,9
1150,9
1155,12
1160,8
1165,3
1170,5
