time,count
0,12
5,11
10,25
15,18
20,25
25,20
30,11
35,18
40,16
45,11
50,15
55,19
60,15
65,10
70,16
75,10
80,9
85,13
90,5
95,10
100,9
105,6
110,6
115,7
120,5
125,10
130,9
135,8
140,8
145,5
150,5
155,7
160,6
165,7
170,6
175,2
180,6
185,8
190,8
195,4
200,4
205,5
210,4
215,9
220,4
225,2
230,7
235,4
240,2
245,8
250,6
255,4
260,3
265,4
270,5
275,2
280,5
285,2
290,7
295,6
300,12
305,11
310,7
315,4
320,5
325,8
330,5
335,8
340,4
345,6
350,8
355,4
360,8
365,15
370,5
375,12
380,4
385,5
390,4
395,1
400,5
405,6
410,11
415,12
420,3
425,3
430,3
435,2
440,7
445,5
450,9
455,8
460,6
465,9
470,7
475,6
480,5
485,3
490,5
495,6
500,12
505,7
510,7
515,4
520,3
525,10
530,6
535,10
540,15
545,17
550,10
555,15
560,14
565,5
570,8
575,8
580,8
585,2
590,1
595,2
600,9
605,3
610,4
615,1
620,8
625,6
630,2
635,12
640,4
645,9
650,2
655,5
660,5
665,8
670,8
675,5
680,12
685,9
690,6
695,7
700,5
705,0
710,3
715,3
720,1
725,3
730,3
735,4
740,6
745,3
750,2
755,6
760,2
765,4
770,1
775,4
780,2
785,3
790,2
795,3
800,4
805,1
810,3
815,3
820,3
825,6
830,2
835,3
840,1
845,0
