time,count
0,19
5,21
10,28
15,32
20,20
25,21
30,10
35,10
40,9
45,16
50,12
55,18
60,13
65,12
70,16
75,12
80,17
85,6
90,5
95,12
100,6
105,12
110,18
115,11
120,10
125,18
130,12
135,15
140,13
145,12
150,13
155,14
160,5
165,15
170,12
175,13
180,13
185,15
190,14
195,9
200,8
205,15
210,8
215,14
220,8
225,10
230,11
235,7
240,12
245,16
250,16
255,9
260,11
265,7
270,9
275,7
280,13
285,16
290,12
295,14
300,13
305,9
310,7
315,15
320,14
325,15
330,13
335,12
340,7
345,5
350,12
355,9
360,9
365,6
370,7
375,8
380,7
385,9
390,5
395,8
400,9
405,15
410,6
415,6
420,21
425,7
430,7
435,9
440,17
445,11
450,8
455,5
460,11
465,16
470,13
475,8
480,14
485,7
490,5
495,7
500,13
505,10
510,12
515,17
520,17
525,9
530,5
535,11
540,6
545,4
550,5
555,5
560,7
565,8
570,5
575,9
580,7
585,3
590,14
595,3
600,9
605,6
610,10
615,6
620,3
625,3
630,7
635,6
640,7
645,4
650,5
655,1
660,11
665,3
670,1
675,6
680,6
685,8
690,3
695,7
700,3
705,3
710,4
715,7
720,4
725,8
730,4
735,7
740,6
745,9
750,7
755,7
760,3
765,6
770,8
775,4
780,7
785,3
790,3
795,1
800,6
805,6
810,5
815,4
820,4
825,4
830,5
835,2
840,1
845,4
850,0
855,2
860,2
865,8
870,3
875,3
880,6
885,0
890,11
895,8
900,4
905,5
910,8
915,2
920,7
925,2
930,4
935,1
940,6
945,1
950,7
955,2
960,4
