time,count
0,66
5,90
10,61
15,47
20,61
25,30
30,42
35,35
40,30
45,38
50,29
55,31
60,35
65,33
70,28
75,21
80,15
85,9
90,15
95,15
100,15
105,14
110,8
115,16
120,17
125,13
130,9
135,15
140,20
145,7
150,7
155,20
160,8
165,8
170,11
175,12
180,19
185,14
190,9
195,18
200,21
205,10
210,24
215,21
220,27
225,20
230,28
235,13
240,16
245,27
250,15
255,25
260,17
265,12
270,20
275,17
280,20
285,16
290,13
295,14
300,16
305,15
310,14
315,12
320,24
325,20
330,11
335,16
340,26
345,16
350,20
355,18
360,25
365,17
370,13
375,17
380,23
385,25
390,10
395,7
400,12
405,8
410,10
415,11
420,6
425,10
430,12
435,20
440,18
445,28
450,13
455,12
460,14
465,9
470,14
475,8
480,9
485,14
490,12
495,12
500,8
505,9
510,8
515,4
520,9
525,17
530,4
535,3
540,15
545,3
550,16
555,18
560,11
565,11
570,16
575,9
580,14
585,13
590,9
595,11
600,10
605,5
610,6
615,7
620,6
625,4
630,9
635,9
640,16
645,9
650,6
655,14
660,8
665,11
670,14
675,8
680,11
685,6
690,9
695,10
700,12
705,8
710,13
715,1
720,7
725,4
730,6
735,6
740,5
745,5
750,6
755,1
760,12
765,10
770,10
775,10
780,5
785,13
790,10
795,5
800,2
805,7
