time,count
0,5
14,2
28,3
42,8
56,11
70,8
84,11
98,5
112,9
126,3
140,6
154,6
168,6
182,11
196,1
210,5
224,7
238,6
252,7
266,4
280,11
294,8
308,6
322,10
336,8
350,7
364,14
378,6
392,8
406,7
420,8
434,5
448,8
462,9
476,4
490,9
504,11
518,10
532,7
546,10
560,7
574,5
588,7
602,9
616,6
630,7
644,6
658,2
672,3
686,4
700,7
714,5
728,4
742,4
756,5
770,4
784,4
798,10
812,6
826,4
840,7
854,4
868,4
882,9
896,3
910,7
924,7
938,10
952,3
966,8
980,5
994,7
1008,10
1022,7
1036,7
1050,10
1064,6
1078,5
1092,7
1106,7
1120,12
1134,6
1148,6
1162,3
1176,8
1190,1
