time,count
0,16
5,22
10,26
15,23
20,17
25,26
30,7
35,11
40,13
45,20
50,24
55,11
60,16
65,17
70,8
75,15
80,18
85,25
90,15
95,9
100,17
105,25
110,17
115,17
120,16
125,12
130,15
135,12
140,23
145,17
150,13
155,15
160,12
165,37
170,19
175,20
180,17
185,15
190,13
195,15
200,12
205,10
210,6
215,17
220,11
225,4
230,13
235,16
240,12
245,7
250,6
255,10
260,10
265,11
270,10
275,20
280,7
285,7
290,7
295,8
300,6
305,13
310,3
315,4
320,7
325,8
330,9
335,4
340,3
345,13
350,6
355,9
360,9
365,9
370,8
375,11
380,10
385,14
390,9
395,11
400,4
405,4
410,6
415,5
420,12
425,8
430,7
435,12
440,7
445,7
450,5
455,9
460,11
465,7
470,11
475,9
480,11
485,8
490,6
495,16
500,14
505,9
510,7
515,17
520,15
525,12
530,10
535,7
540,10
545,9
550,6
555,9
560,10
565,7
570,8
575,7
580,13
585,9
590,7
595,7
600,16
605,9
610,17
615,11
620,19
625,17
630,12
635,5
640,11
645,1
650,6
655,12
660,6
665,6
670,6
675,8
680,10
685,7
690,13
695,13
700,16
705,7
710,14
715,16
720,7
725,11
730,20
735,11
740,13
745,10
750,11
755,15
760,12
765,9
770,11
775,10
780,11
785,9
790,9
795,13
800,5
805,3
810,5
815,7
820,8
825,13
830,8
835,9
840,9
845,5
850,7
855,7
860,7
865,11
870,12
875,5
880,8
885,10
890,4
895,4
900,7
905,11
910,10
915,10
920,1
925,9
930,12
935,13
940,10
945,13
950,6
955,8
960,6
965,8
970,7
975,13
980,7
985,13
990,8
995,10
1000,7
1005,10
1010,4
1015,10
1020,6
1025,8
1030,6
1035,6
1040,4
1045,11
1050,1
1055,4
1060,3
1065,6
1070,4
1075,1
