time,count
0,17
5,22
10,27
15,26
20,27
25,19
30,20
35,11
40,20
45,27
50,25
55,24
60,14
65,19
70,22
75,16
80,15
85,16
90,19
95,13
100,18
105,15
110,10
115,8
120,15
125,12
130,13
135,16
140,7
145,12
150,15
155,11
160,10
165,14
170,4
175,10
180,5
185,6
190,13
195,9
200,12
205,12
210,10
215,6
220,4
225,9
230,16
235,9
240,11
245,11
250,12
255,12
260,5
265,13
270,7
275,8
280,4
285,6
290,6
295,9
300,14
305,10
310,9
315,13
320,9
325,7
330,9
335,5
340,3
345,7
350,3
355,4
360,8
365,2
370,7
375,9
380,5
385,7
390,4
395,5
400,8
405,6
410,1
415,7
420,1
425,2
430,4
435,2
440,2
445,6
450,8
455,5
460,6
465,6
470,2
475,4
480,3
485,3
490,6
495,3
500,2
505,4
510,4
515,5
520,8
525,3
530,7
535,2
540,9
545,4
550,4
555,6
560,13
565,5
570,4
575,5
580,13
585,10
590,7
595,4
600,7
605,2
610,2
615,11
620,5
625,8
630,10
635,14
640,4
645,9
650,10
655,5
660,6
665,13
670,10
675,5
680,11
685,8
690,4
695,5
700,3
705,7
710,12
715,3
720,4
725,5
730,11
735,6
740,6
745,3
750,4
755,8
760,2
765,7
770,0
775,7
780,5
785,3
790,4
795,2
800,2
805,4
810,5
815,9
820,2
825,4
830,4
835,1
840,3
845,1
850,4
855,4
860,4
865,12
870,7
875,1
880,5
885,0
890,10
895,9
900,5
905,7
910,4
915,4
920,6
925,7
930,6
935,7
940,4
945,5
950,4
955,5
960,10
965,2
970,8
975,2
980,5
985,4
990,3
995,3
1000,9
1005,4
1010,8
1015,4
1020,6
1025,6
1030,9
1035,10
1040,2
1045,5
1050,5
1055,9
1060,4
1065,3
1070,1
1075,3
1080,0
1085,6
1090,3
1095,3
1100,2
1105,5
1110,4
1115,2
1120,6
1125,4
1130,5
1135,0
1140,1
1145,5
1150,1
1155,5
1160,6
1165,1
1170,6
1175,8
1180,5
1185,2
1190,1
1195,1
1200,3
1205,5
1210,5
1215,1
1220,6
1225,4
1230,2
1235,3
1240,7
1245,3
1250,7
1255,4
1260,4
1265,0
1270,4
1275,1
1280,2
1285,2
1290,1
