time,count
0,2
14,5
28,9
42,9
56,4
70,6
84,4
98,12
112,11
126,8
140,5
154,8
168,11
182,5
196,5
210,5
224,4
238,5
252,5
266,4
280,6
294,8
308,7
322,3
336,7
350,9
364,9
378,12
392,9
406,7
420,11
434,8
448,12
462,7
476,3
490,7
504,6
518,12
532,6
546,9
560,9
574,11
588,8
602,8
616,5
630,12
644,10
658,8
672,6
686,5
700,11
714,5
728,8
742,6
756,4
770,7
784,7
798,8
812,11
826,10
840,5
854,5
868,4
882,5
896,4
910,4
924,6
938,7
952,5
966,15
980,7
994,8
1008,7
1022,15
1036,4
1050,6
1064,6
1078,5
1092,9
1106,7
1120,6
1134,6
1148,5
1162,7
1176,10
1190,4
1204,7
1218,3
1232,2
