time,count
0,92
5,94
10,70
15,45
20,64
25,35
30,38
35,38
40,47
45,29
50,23
55,31
60,25
65,30
70,29
75,35
80,38
85,30
90,37
95,18
100,22
105,39
110,43
115,46
120,35
125,28
130,29
135,29
140,35
145,35
150,38
155,47
160,37
165,18
170,23
175,23
180,16
185,20
190,20
195,32
200,14
205,28
210,19
215,29
220,13
225,19
230,22
235,17
240,17
245,15
250,16
255,12
260,22
265,21
270,30
275,16
280,16
285,10
290,16
295,21
300,17
305,19
310,23
315,30
320,22
325,14
330,15
335,8
340,11
345,12
350,8
355,9
360,16
365,15
370,16
375,13
380,20
385,22
390,21
395,37
400,43
405,45
410,24
415,28
420,23
425,20
430,20
435,32
440,22
445,26
450,24
455,23
460,17
465,17
470,14
475,21
480,20
485,12
490,22
495,23
500,20
505,15
510,25
515,15
520,16
525,15
530,16
535,14
540,13
545,17
550,15
555,24
560,14
565,14
570,27
575,19
580,19
585,30
590,18
595,18
600,21
605,15
610,21
615,12
620,10
625,16
630,10
635,6
640,7
645,11
650,20
655,19
660,7
665,19
670,14
675,30
680,11
685,9
690,9
695,14
700,15
705,13
710,17
715,19
720,11
725,14
730,10
735,23
740,23
745,16
750,24
755,16
760,31
765,20
770,21
775,13
780,15
785,25
790,19
795,24
800,20
805,21
810,17
815,21
820,14
825,12
830,8
835,16
840,23
845,9
850,8
855,7
860,16
865,10
870,15
875,6
880,11
885,7
890,10
895,7
900,11
905,8
910,7
915,11
920,11
925,7
930,8
935,15
940,10
945,16
950,12
955,9
960,14
965,12
970,16
975,16
980,4
985,2
990,3
