time,count
0,36
5,56
10,32
15,56
20,45
25,33
30,42
35,21
40,18
45,22
50,32
55,18
60,12
65,12
70,13
75,9
80,15
85,11
90,10
95,11
100,14
105,11
110,8
115,13
120,13
125,8
130,10
135,11
140,14
145,14
150,8
155,9
160,8
165,8
170,10
175,12
180,21
185,16
190,10
195,6
200,13
205,11
210,8
215,15
220,7
225,12
230,16
235,13
240,17
245,18
250,19
255,16
260,17
265,9
270,12
275,11
280,10
285,14
290,6
295,7
300,13
305,16
310,9
315,10
320,14
325,18
330,12
335,20
340,34
345,43
350,33
355,29
360,29
365,36
370,29
375,30
380,12
385,11
390,18
395,12
400,8
405,10
410,20
415,2
420,8
425,8
430,8
435,9
440,8
445,18
450,10
455,15
460,13
465,7
470,16
475,7
480,9
485,9
490,7
495,10
500,9
505,6
510,12
515,9
520,9
525,13
530,12
535,9
540,8
545,9
550,9
555,8
560,9
565,16
570,13
575,10
580,5
585,18
590,9
595,6
600,3
605,7
610,9
615,9
620,6
625,11
630,9
635,10
640,13
645,2
650,23
655,15
660,12
665,17
670,16
675,16
680,13
685,5
690,10
695,13
700,8
705,16
710,11
715,6
720,11
725,5
730,12
735,9
740,17
745,13
750,16
755,9
760,9
765,16
770,11
775,11
780,4
785,14
790,8
795,8
800,10
805,11
810,5
815,11
820,9
825,10
830,9
835,11
840,9
845,5
850,6
855,5
860,2
865,5
