time,count
0,30
5,67
10,45
15,64
20,57
25,34
30,33
35,31
40,29
45,28
50,19
55,18
60,18
65,19
70,14
75,20
80,27
85,20
90,32
95,20
100,21
105,14
110,16
115,24
120,22
125,23
130,18
135,12
140,12
145,11
150,14
155,10
160,13
165,16
170,15
175,7
180,17
185,15
190,18
195,13
200,11
205,8
210,11
215,9
220,11
225,7
230,13
235,7
240,11
245,13
250,21
255,9
260,13
265,13
270,16
275,14
280,16
285,12
290,14
295,20
300,23
305,24
310,8
315,11
320,14
325,19
330,12
335,20
340,8
345,14
350,11
355,7
360,15
365,24
370,16
375,12
380,11
385,5
390,23
395,13
400,13
405,6
410,15
415,7
420,10
425,24
430,14
435,11
440,6
445,12
450,11
455,18
460,6
465,11
470,19
475,11
480,15
485,19
490,15
495,12
500,14
505,14
510,16
515,11
520,12
525,8
530,19
535,7
540,24
545,17
550,8
555,12
560,7
565,11
570,19
575,16
580,11
585,9
590,15
595,7
600,5
605,11
610,15
615,14
620,9
625,7
630,7
635,7
640,17
645,10
650,15
655,14
660,11
665,5
670,15
675,13
680,11
685,9
690,12
695,12
700,10
705,6
710,10
715,11
720,10
725,13
730,7
735,13
740,9
745,6
750,13
755,13
760,16
765,24
770,16
775,10
780,9
785,10
790,6
795,11
800,11
805,13
810,6
815,5
820,6
825,4
830,5
835,3
840,6
845,7
850,5
855,3
860,3
865,2
870,4
875,3
880,7
885,5
890,3
895,3
900,2
