time,count
0,31
5,41
10,18
15,36
20,30
25,32
30,18
35,23
40,14
45,17
50,11
55,16
60,15
65,8
70,7
75,8
80,12
85,7
90,8
95,12
100,12
105,11
110,11
115,15
120,9
125,8
130,11
135,10
140,12
145,12
150,11
155,9
160,9
165,7
170,8
175,8
180,10
185,7
190,11
195,19
200,20
205,20
210,13
215,15
220,12
225,24
230,18
235,17
240,10
245,17
250,20
255,20
260,19
265,12
270,16
275,20
280,14
285,13
290,14
295,12
300,9
305,7
310,6
315,10
320,13
325,12
330,20
335,25
340,32
345,42
350,54
355,36
360,45
365,43
370,27
375,24
380,31
385,25
390,27
395,32
400,20
405,20
410,29
415,24
420,26
425,24
430,28
435,18
440,15
445,18
450,12
455,15
460,16
465,10
470,24
475,20
480,12
485,16
490,24
495,23
500,29
505,19
510,18
515,11
520,8
525,13
530,16
535,21
540,13
545,13
550,18
555,16
560,20
565,13
570,21
575,18
580,13
585,21
590,24
595,25
600,16
605,11
610,9
615,9
620,10
625,9
630,11
635,10
640,11
645,6
650,12
655,8
660,14
665,5
670,6
675,8
680,5
685,7
690,4
695,12
700,13
705,11
710,13
715,11
720,5
725,10
730,9
735,6
740,17
745,15
750,11
755,12
760,8
765,6
770,3
775,7
780,4
785,3
790,7
795,10
800,13
805,11
810,13
815,12
820,6
825,8
830,10
835,3
840,5
845,8
850,4
855,6
860,7
865,10
870,9
875,8
880,10
885,11
890,7
895,11
900,17
905,17
910,12
915,10
920,12
925,11
930,9
935,12
940,7
945,18
950,13
955,9
960,2
965,9
970,1
975,5
980,3
985,4
990,5
995,5
1000,4
1005,3
1010,7
1015,4
1020,3
1025,2
1030,15
1035,3
1040,10
1045,5
1050,8
1055,8
1060,5
1065,11
1070,9
1075,6
1080,8
1085,6
1090,7
1095,7
1100,4
1105,9
1110,3
1115,3
1120,5
1125,12
1130,7
1135,10
1140,4
1145,10
1150,9
1155,12
1160,11
1165,6
1170,10
1175,10
1180,6
1185,8
1190,11
1195,9
1200,9
1205,9
1210,12
1215,9
1220,7
1225,16
1230,18
1235,11
1240,2
1245,1
1250,0
