userId,videoStartTime,videoEndTime,videoTotalTime,videoId,time
77136,219.550163,241.587831,414,25315,2016-04-29T16:01:09.504Z
77136,241.587831,248.09665,414,25315,2016-04-29T16:01:12.526Z
77136,248.09665,255.031469,414,25315,2016-04-29T16:01:15.505Z
77136,255.031469,266.217689,414,25315,2016-04-29T16:01:18.505Z
77136,266.217689,278.983491,414,25315,2016-04-29T16:01:21.506Z
77136,278.983491,310.443331,414,25315,2016-04-29T16:01:24.506Z
77136,310.443331,330.803534,414,25315,2016-04-29T16:01:27.504Z
77136,330.803534,350.213318,414,25315,2016-04-29T16:01:30.505Z
77136,350.213318,379.298831,414,25315,2016-04-29T16:01:33.516Z
77136,379.298831,404.407689,414,25315,2016-04-29T16:01:36.507Z
77136,48.932,56.509284,238,25316,2016-04-29T16:02:42.510Z
77136,56.509284,61.874905,238,25316,2016-04-29T16:02:45.510Z
77136,65.029461,82.39335,238,25316,2016-04-29T16:02:51.510Z
77136,82.39335,95.442212,238,25316,2016-04-29T16:02:54.510Z
77136,98.542212,105.273922,238,25316,2016-04-29T16:03:00.533Z
77136,132.273922,143.188255,238,25316,2016-04-29T16:03:30.510Z
77136,173.188255,183.85293103448276,238,25316,2016-04-29T16:04:03.511Z
77136,183.85293103448276,193.726514,238,25316,2016-04-29T16:04:06.511Z
77136,197.863666,213.785681,238,25316,2016-04-29T16:04:12.518Z
77136,213.785681,229.307227,238,25316,2016-04-29T16:04:15.527Z
77136,229.307227,236.895658,238,25316,2016-04-29T16:04:18.509Z
77136,9.913,19.581849,414,25317,2016-04-29T16:04:37.229Z
77136,19.581849,32.129247,414,25317,2016-04-29T16:04:40.229Z
77136,32.129247,54.591821,414,25317,2016-04-29T16:04:43.234Z
77136,54.591821,68.83316666666667,414,25317,2016-04-29T16:04:46.231Z
77136,68.83316666666667,78.232617,414,25317,2016-04-29T16:04:49.230Z
77136,78.232617,93.47513,414,25317,2016-04-29T16:04:52.250Z
77136,93.47513,109.496643,414,25317,2016-04-29T16:04:55.230Z
77136,21.412,43.351341,617,25318,2016-04-29T16:10:27.804Z
77136,43.351341,50.531669,617,25318,2016-04-29T16:10:30.803Z
77136,83.771669,106.05383,617,25318,2016-04-29T16:11:06.804Z
77136,106.05383,137.559074,617,25318,2016-04-29T16:11:09.825Z
77136,137.559074,146.121566,617,25318,2016-04-29T16:11:12.804Z
77136,146.121566,153.9415,617,25318,2016-04-29T16:11:15.803Z
77136,153.9415,164.256991,617,25318,2016-04-29T16:11:18.804Z
77136,164.256991,180.610416,617,25318,2016-04-29T16:11:21.825Z
77136,183.850416,213.870824,617,25318,2016-04-29T16:11:27.803Z
77136,213.870824,235.708856,617,25318,2016-04-29T16:11:30.803Z
77136,235.708856,259.670609,617,25318,2016-04-29T16:11:33.804Z
77136,259.670609,283.110804,617,25318,2016-04-29T16:11:36.804Z
77136,283.110804,322.03854,617,25318,2016-04-29T16:11:39.804Z
77136,325.13054,336.19408,617,25318,2016-04-29T16:11:45.805Z
