time,count
0,5
5,5
10,11
15,6
20,10
25,7
30,4
35,4
40,3
45,4
50,2
55,3
60,6
65,3
70,3
75,4
80,4
85,6
90,1
95,2
100,6
105,2
110,9
115,3
120,6
125,3
130,9
135,3
140,4
145,2
150,3
155,4
160,4
165,3
170,1
175,2
180,4
185,6
190,4
195,4
200,6
205,4
210,1
215,9
220,3
225,3
230,0
235,1
240,2
245,1
250,3
255,1
260,6
265,2
270,2
275,4
280,5
285,6
290,5
295,4
300,4
305,6
310,3
315,4
320,5
325,4
330,5
335,3
340,4
345,5
350,8
355,5
360,7
365,4
370,3
375,5
380,5
385,4
390,5
395,3
400,3
405,6
410,7
415,3
420,2
425,5
430,6
435,3
440,1
445,2
450,0
455,2
460,3
465,3
470,1
475,2
480,2
485,5
490,2
495,1
500,4
505,5
510,3
515,3
520,1
525,4
530,2
535,1
540,5
545,2
550,6
555,4
560,4
565,7
570,0
575,2
580,2
585,1
590,0
595,4
600,0
605,3
610,2
615,7
620,2
625,1
630,1
635,0
640,1
645,2
650,1
655,6
660,4
665,3
670,3
675,4
680,4
685,4
690,4
695,4
700,1
705,3
710,2
715,6
720,4
725,4
730,3
735,3
740,2
745,5
750,2
755,3
760,1
765,0
770,6
775,2
780,4
785,4
790,2
795,4
800,3
805,1
810,2
815,2
820,5
825,2
830,1
835,3
840,2
845,5
850,6
855,5
860,2
865,3
870,6
875,4
880,3
885,8
890,13
895,3
900,6
905,6
910,2
915,2
920,4
925,0
