time,count
0,8
5,2
10,7
15,3
20,8
25,5
30,4
35,2
40,4
45,1
50,3
55,4
60,0
65,3
70,5
75,3
80,2
85,3
90,3
95,2
100,2
105,3
110,3
115,2
120,1
125,6
130,0
135,4
140,1
145,2
150,4
155,4
160,2
165,7
170,1
175,5
180,5
185,3
190,3
195,4
200,1
205,5
210,1
215,3
220,1
225,4
230,1
235,4
240,1
245,5
250,6
255,3
260,3
265,5
270,4
275,3
280,2
285,5
290,3
295,4
300,3
305,8
310,3
315,3
320,5
325,2
330,4
335,5
340,1
345,3
350,6
355,2
360,0
365,2
370,2
375,4
380,1
385,1
390,2
395,5
400,3
405,1
410,4
415,7
420,3
425,4
430,3
435,2
440,2
445,3
450,3
455,3
460,1
465,3
470,3
475,1
480,3
485,1
490,2
495,2
500,4
505,5
510,6
515,1
520,5
525,3
530,1
535,5
540,6
545,2
550,7
555,7
560,3
565,1
570,6
575,2
580,0
585,4
590,1
595,4
600,4
605,1
610,3
615,4
620,2
625,0
630,3
635,4
640,4
645,2
650,3
655,1
660,1
665,2
670,7
675,0
680,2
685,2
690,1
695,0
700,3
705,2
710,2
715,0
720,1
725,3
730,4
735,2
740,4
745,3
750,3
755,4
760,2
765,9
770,7
775,1
780,3
785,3
790,2
795,0
800,5
805,1
810,4
815,1
820,1
825,6
830,3
835,2
840,1
845,0
850,4
855,2
860,1
865,2
870,3
875,2
880,1
885,0
890,6
895,1
900,6
905,3
910,1
915,1
920,1
925,4
930,2
935,5
940,3
945,1
950,2
955,5
960,2
965,3
970,4
975,3
980,3
985,2
990,7
995,6
1000,2
1005,1
1010,3
1015,3
1020,1
1025,7
1030,1
1035,5
1040,7
1045,3
1050,1
1055,7
1060,3
1065,3
1070,4
1075,5
1080,6
1085,13
1090,5
1095,8
1100,5
