time,count
0,14
5,17
10,13
15,21
20,5
25,6
30,9
35,7
40,11
45,8
50,13
55,8
60,6
65,9
70,5
75,8
80,5
85,9
90,6
95,5
100,5
105,3
110,8
115,9
120,10
125,4
130,6
135,6
140,7
145,8
150,6
155,10
160,6
165,7
170,5
175,5
180,0
185,5
190,7
195,8
200,8
205,10
210,16
215,13
220,9
225,9
230,9
235,5
240,9
245,4
250,6
255,3
260,7
265,1
270,6
275,2
280,9
285,3
290,3
295,4
300,3
305,6
310,1
315,3
320,3
325,3
330,2
335,1
340,0
345,2
350,9
355,5
360,5
365,4
370,1
375,5
380,4
385,7
390,3
395,3
400,3
405,4
410,3
415,7
420,5
425,0
430,7
435,7
440,6
445,8
450,11
455,15
460,11
465,9
470,10
475,5
480,6
485,9
490,7
495,6
500,7
505,6
510,9
515,8
520,6
525,13
530,7
535,10
540,7
545,5
550,3
555,7
560,6
565,6
570,8
575,2
580,3
585,7
590,1
595,2
600,2
605,4
610,9
615,8
620,6
625,8
630,9
635,7
640,23
645,16
650,12
655,9
660,8
665,9
670,3
675,1
680,1
685,4
690,4
695,7
700,5
705,2
710,3
715,3
720,5
725,9
730,2
735,8
740,3
745,5
750,1
755,3
760,7
765,5
770,1
775,6
780,3
785,5
790,7
795,3
800,3
805,3
810,5
815,1
820,4
825,1
830,9
835,8
840,2
845,0
850,4
855,3
860,1
865,5
870,3
875,7
880,6
885,4
890,5
895,8
900,4
905,4
910,7
915,2
920,1
925,7
930,0
935,7
940,7
945,1
950,1
955,3
960,5
965,2
970,5
975,0
980,1
985,3
990,0
995,4
1000,4
1005,2
1010,6
1015,6
1020,5
1025,11
1030,2
1035,3
1040,7
1045,0
1050,4
1055,4
1060,5
1065,2
1070,4
1075,2
1080,5
1085,1
1090,2
1095,6
1100,2
1105,1
1110,1
1115,4
1120,2
1125,4
1130,4
1135,2
1140,3
1145,5
1150,4
1155,6
1160,4
1165,5
1170,1
1175,1
1180,3
1185,3
1190,0
1195,4
1200,1
1205,2
1210,1
