time,count
0,6
5,11
10,8
15,10
20,8
25,11
30,4
35,5
40,8
45,6
50,7
55,6
60,9
65,4
70,7
75,3
80,7
85,1
90,5
95,4
100,2
105,8
110,6
115,4
120,7
125,7
130,4
135,5
140,2
145,4
150,5
155,5
160,3
165,4
170,4
175,5
180,7
185,5
190,0
195,6
200,3
205,4
210,3
215,4
220,4
225,3
230,4
235,1
240,4
245,1
250,5
255,2
260,2
265,4
270,4
275,2
280,2
285,3
290,0
295,5
300,5
305,0
310,2
315,5
320,6
325,4
330,6
335,4
340,6
345,3
350,6
355,4
360,1
365,3
370,0
375,3
380,7
385,4
390,4
395,4
400,4
405,1
410,4
415,3
420,1
425,1
430,5
435,4
440,3
445,8
450,3
455,8
460,3
465,2
470,9
475,5
480,6
485,0
490,7
495,9
500,4
505,1
510,10
515,9
520,5
525,1
530,3
535,5
540,3
545,3
550,7
555,4
560,4
565,11
570,2
575,4
580,2
585,4
590,3
595,3
600,6
605,1
610,3
615,1
620,5
625,7
630,10
635,3
640,2
645,6
650,2
655,2
660,4
665,2
670,6
675,2
680,2
685,3
690,2
695,5
700,0
705,2
710,1
715,3
720,2
725,2
730,1
735,2
740,2
745,3
750,2
755,1
760,2
765,1
770,1
775,1
780,4
785,2
790,3
795,2
800,1
805,2
810,2
815,0
820,1
825,4
830,2
835,2
840,3
845,3
850,3
855,3
860,2
865,4
870,6
875,1
880,2
885,0
890,4
895,3
900,0
905,3
910,1
915,1
920,2
925,4
930,1
935,2
940,5
945,0
950,0
955,3
960,2
965,1
970,4
975,4
980,3
985,4
990,2
995,3
1000,3
1005,5
1010,5
1015,1
1020,1
