time,count
0,22
5,14
10,17
15,20
20,9
25,7
30,9
35,2
40,7
45,14
50,6
55,5
60,9
65,6
70,3
75,5
80,7
85,6
90,5
95,14
100,13
105,11
110,13
115,14
120,2
125,4
130,8
135,5
140,6
145,3
150,6
155,1
160,4
165,1
170,5
175,11
180,8
185,8
190,10
195,9
200,6
205,8
210,3
215,8
220,5
225,9
230,4
235,5
240,3
245,4
250,8
255,4
260,6
265,3
270,5
275,2
280,3
285,5
290,1
295,5
300,6
305,4
310,4
315,1
320,1
325,3
330,0
335,7
340,6
345,8
350,4
355,6
360,5
365,7
370,7
375,2
380,5
385,4
390,5
395,2
400,6
405,5
410,8
415,6
420,11
425,3
430,5
435,8
440,5
445,1
450,4
455,1
460,11
465,3
470,3
475,13
480,10
485,12
490,1
495,3
500,4
505,2
510,4
515,3
520,3
525,4
530,12
535,9
540,7
545,8
550,7
555,6
560,4
565,8
570,8
575,3
580,6
585,10
590,6
595,5
600,8
605,2
610,7
615,3
620,3
625,7
630,5
635,4
640,4
645,12
650,4
655,9
660,6
665,10
670,14
675,12
680,7
685,4
690,2
695,5
700,0
