time,count
0,12
5,14
10,20
15,13
20,12
25,14
30,10
35,7
40,4
45,6
50,5
55,4
60,9
65,2
70,5
75,14
80,6
85,5
90,2
95,6
100,4
105,9
110,3
115,4
120,4
125,4
130,2
135,14
140,3
145,4
150,6
155,7
160,5
165,11
170,6
175,3
180,4
185,11
190,16
195,8
200,5
205,7
210,4
215,6
220,6
225,5
230,6
235,8
240,10
245,6
250,4
255,5
260,4
265,7
270,8
275,7
280,5
285,4
290,2
295,5
300,10
305,15
310,9
315,16
320,9
325,7
330,4
335,4
340,7
345,4
350,7
355,3
360,5
365,2
370,1
375,5
380,5
385,6
390,9
395,10
400,9
405,2
410,6
415,10
420,10
425,5
430,6
435,5
440,8
445,3
450,6
455,8
460,8
465,5
470,4
475,11
480,6
485,10
490,5
495,10
500,4
505,11
510,10
515,12
520,15
525,7
530,5
535,5
540,3
545,5
550,1
555,1
560,1
565,1
570,1
575,4
580,2
585,1
590,1
595,2
600,3
605,5
610,3
615,4
620,4
625,2
630,1
635,4
640,4
645,0
650,2
655,5
660,2
665,4
670,3
675,3
680,2
685,1
690,5
695,0
700,2
705,4
710,12
715,3
720,1
725,3
730,5
735,4
740,3
745,2
750,8
755,7
760,6
765,6
770,5
775,2
780,2
785,1
790,10
795,7
800,4
805,3
810,3
815,4
820,7
825,3
830,8
835,5
840,4
845,3
850,6
855,5
860,4
865,5
870,2
875,1
880,2
885,2
890,2
895,1
900,6
905,7
910,3
915,2
920,3
925,4
930,3
935,2
940,4
945,2
950,2
955,5
960,2
965,4
970,5
975,7
980,7
985,7
990,9
995,4
1000,1
1005,1
1010,2
1015,5
1020,1
1025,6
1030,2
1035,7
1040,9
1045,4
1050,5
1055,6
1060,7
1065,4
1070,5
1075,2
1080,3
1085,5
1090,1
1095,2
1100,3
1105,4
1110,3
1115,1
