time,count
0,20
5,44
10,29
15,28
20,41
25,18
30,33
35,27
40,17
45,12
50,12
55,14
60,13
65,11
70,18
75,21
80,17
85,23
90,14
95,12
100,17
105,14
110,16
115,9
120,8
125,6
130,12
135,10
140,3
145,7
150,3
155,9
160,14
165,13
170,5
175,2
180,4
185,5
190,13
195,3
200,7
205,7
210,22
215,8
220,9
225,14
230,9
235,9
240,12
245,7
250,7
255,16
260,18
265,7
270,9
275,17
280,7
285,11
290,7
295,13
300,13
305,15
310,10
315,9
320,7
325,13
330,12
335,11
340,12
345,13
350,4
355,8
360,15
365,13
370,6
375,9
380,7
385,15
390,6
395,16
400,24
405,20
410,12
415,8
420,8
425,10
430,13
435,11
440,9
445,7
450,13
455,12
460,8
465,8
470,0
475,7
480,9
485,11
490,5
495,8
500,7
505,10
510,4
515,4
520,7
525,7
530,3
535,12
540,10
545,9
550,9
555,10
560,3
565,5
570,5
575,8
580,3
585,4
590,5
595,12
600,6
605,4
610,10
615,6
620,5
625,2
630,10
635,9
640,5
645,5
650,7
655,11
660,10
665,9
670,11
675,7
680,6
685,6
690,11
695,6
700,12
705,2
710,5
715,1
