time,count
0,41
5,43
10,34
15,43
20,23
25,28
30,32
35,43
40,25
45,30
50,26
55,25
60,19
65,16
70,19
75,21
80,21
85,24
90,20
95,30
100,24
105,21
110,16
115,13
120,24
125,17
130,20
135,25
140,13
145,9
150,22
155,13
160,16
165,10
170,11
175,22
180,11
185,12
190,12
195,12
200,14
205,8
210,12
215,11
220,13
225,8
230,16
235,6
240,12
245,16
250,11
255,14
260,13
265,14
270,13
275,19
280,14
285,15
290,10
295,15
300,11
305,11
310,7
315,15
320,14
325,24
330,16
335,20
340,9
345,12
350,8
355,9
360,15
365,13
370,14
375,16
380,12
385,14
390,24
395,22
400,26
405,30
410,19
415,23
420,27
425,13
430,24
435,13
440,28
445,17
450,25
455,18
460,22
465,24
470,21
475,19
480,11
485,16
490,13
495,14
500,11
505,12
510,12
515,12
520,18
525,9
530,12
535,8
540,14
545,15
550,7
555,8
560,20
565,12
570,7
575,12
580,15
585,15
590,12
595,19
600,13
605,13
610,18
615,24
620,13
625,7
630,13
635,16
640,21
645,22
650,25
655,18
660,26
665,25
670,30
675,19
680,28
685,19
690,14
695,11
700,15
705,10
710,20
715,10
720,14
725,16
730,12
735,12
740,12
745,13
750,18
755,17
760,13
765,12
770,10
775,15
780,21
785,14
790,14
795,15
800,6
805,12
810,8
815,7
820,11
825,11
830,14
835,6
840,15
845,13
850,18
855,22
860,9
865,13
870,14
875,16
880,6
885,8
890,7
895,15
900,10
905,14
910,5
915,3
920,8
925,8
930,13
935,6
940,12
945,18
950,21
955,13
960,17
965,21
970,13
975,12
980,12
985,11
990,17
995,12
1000,13
1005,21
1010,19
1015,12
1020,18
1025,15
1030,25
1035,19
1040,24
1045,23
1050,36
1055,14
1060,15
1065,19
1070,16
1075,11
1080,13
1085,15
1090,5
1095,10
1100,11
1105,13
1110,20
1115,15
1120,15
1125,16
1130,16
1135,9
1140,23
1145,17
1150,8
1155,10
1160,18
1165,11
1170,8
1175,12
1180,10
1185,9
1190,7
1195,6
1200,13
1205,10
1210,8
1215,24
1220,13
1225,23
1230,20
1235,18
1240,14
1245,11
1250,17
1255,19
1260,30
1265,15
1270,13
1275,9
1280,4
1285,8
1290,15
1295,3
1300,7
1305,14
1310,4
1315,5
1320,5
1325,6
1330,8
1335,7
1340,5
1345,11
1350,3
1355,5
1360,6
1365,2
1370,4
1375,4
1380,2
1385,0
1390,0
1395,0
1400,5
1405,4
1410,5
1415,11
1420,4
1425,8
1430,5
1435,1
1440,5
1445,2
1450,4
1455,7
1460,9
1465,9
1470,6
1475,8
1480,6
1485,11
1490,11
1495,3
1500,5
1505,11
1510,5
1515,3
1520,5
1525,1
1530,0
1535,0
