time,count
0,33
5,37
10,41
15,52
20,40
25,43
30,38
35,30
40,28
45,34
50,20
55,17
60,17
65,17
70,12
75,21
80,7
85,23
90,12
95,14
100,18
105,20
110,25
115,24
120,11
125,22
130,16
135,17
140,11
145,8
150,8
155,10
160,18
165,17
170,17
175,31
180,27
185,18
190,24
195,22
200,22
205,17
210,9
215,12
220,16
225,8
230,7
235,11
240,11
245,7
250,8
255,11
260,5
265,12
270,8
275,13
280,12
285,11
290,15
295,9
300,14
305,7
310,13
315,7
320,17
325,5
330,8
335,11
340,14
345,10
350,10
355,7
360,10
365,11
370,4
375,7
380,3
385,4
390,5
395,6
400,8
405,4
410,9
415,2
420,4
425,6
430,5
435,15
440,10
445,12
450,14
455,10
460,15
465,10
470,7
475,10
480,11
485,14
490,18
495,15
500,15
505,14
510,10
515,9
520,14
525,15
530,9
535,11
540,15
545,9
550,13
555,14
560,16
565,17
570,18
575,11
580,16
585,11
590,12
595,9
600,4
605,4
610,2
615,5
620,3
625,6
630,7
635,5
640,1
645,10
650,4
655,6
660,9
665,4
670,2
675,7
680,11
685,6
690,5
695,8
700,13
705,6
710,2
715,10
720,11
725,9
730,9
735,5
740,10
745,2
750,8
755,11
760,10
765,9
770,7
775,4
780,9
785,10
790,10
795,11
800,4
805,9
810,5
815,8
820,5
825,14
830,4
835,5
840,12
845,2
850,7
855,9
860,11
865,8
870,9
875,21
880,11
885,15
890,10
895,13
900,5
905,8
910,7
915,10
920,8
925,6
930,5
935,5
940,5
945,5
