time,count
0,24
5,19
10,37
15,28
20,33
25,20
30,18
35,17
40,15
45,18
50,9
55,13
60,9
65,18
70,15
75,13
80,19
85,16
90,13
95,13
100,12
105,7
110,9
115,20
120,15
125,12
130,15
135,24
140,30
145,18
150,10
155,15
160,27
165,24
170,14
175,15
180,13
185,15
190,16
195,23
200,15
205,14
210,17
215,18
220,9
225,22
230,10
235,12
240,12
245,11
250,8
255,6
260,11
265,13
270,8
275,19
280,14
285,17
290,13
295,12
300,9
305,24
310,7
315,12
320,11
325,8
330,6
335,9
340,12
345,5
350,11
355,6
360,13
365,8
370,7
375,9
380,9
385,7
390,5
395,7
400,8
405,9
410,10
415,10
420,13
425,9
430,6
435,13
440,10
445,5
450,11
455,10
460,11
465,7
470,12
475,8
480,7
485,7
490,5
495,12
500,10
505,14
510,13
515,12
520,8
525,13
530,11
535,13
540,12
545,4
550,13
555,10
560,4
565,7
570,8
575,9
580,16
585,15
590,19
595,23
600,18
605,10
610,14
615,12
620,8
625,6
630,7
635,4
640,9
645,11
650,3
655,9
660,6
665,7
670,16
675,9
680,9
685,3
690,6
695,5
700,9
705,3
710,3
715,9
720,5
725,8
730,4
735,4
740,5
745,1
750,9
755,12
760,10
765,16
770,7
775,11
780,12
785,10
790,6
795,7
800,5
805,5
810,4
815,11
820,10
825,9
830,10
835,8
840,8
845,8
850,6
855,6
860,10
865,12
870,14
875,5
880,8
885,6
890,9
895,6
900,8
905,8
910,4
915,7
920,7
925,9
930,8
935,10
940,10
945,10
950,3
955,8
960,2
965,3
