time,count
0,29
5,41
10,41
15,42
20,21
25,24
30,26
35,28
40,20
45,24
50,18
55,17
60,13
65,22
70,10
75,26
80,27
85,24
90,29
95,25
100,25
105,17
110,11
115,3
120,11
125,15
130,14
135,12
140,17
145,19
150,10
155,14
160,21
165,17
170,18
175,10
180,8
185,14
190,9
195,19
200,16
205,26
210,24
215,17
220,18
225,16
230,11
235,9
240,17
245,11
250,14
255,5
260,20
265,19
270,10
275,14
280,18
285,9
290,15
295,14
300,20
305,16
310,19
315,22
320,12
325,21
330,29
335,28
340,27
345,27
350,34
355,27
360,37
365,29
370,41
375,25
380,20
385,30
390,17
395,37
400,30
405,32
410,27
415,21
420,22
425,16
430,15
435,17
440,9
445,17
450,5
455,13
460,16
465,16
470,23
475,13
480,10
485,10
490,21
495,18
500,21
505,13
510,7
515,13
520,12
525,13
530,9
535,11
540,16
545,12
550,14
555,15
560,11
565,11
570,10
575,11
580,3
585,11
590,13
595,11
600,13
605,11
610,14
615,16
620,17
625,21
630,22
635,30
640,28
645,35
650,23
655,31
660,21
665,14
670,23
675,22
680,23
685,27
690,13
695,13
700,12
705,9
710,16
715,11
720,17
725,14
730,25
735,13
740,12
745,19
750,13
755,12
760,13
765,8
770,14
775,5
780,13
785,5
790,12
795,6
800,7
805,9
810,6
815,5
820,7
825,12
830,14
835,12
840,8
845,10
850,12
855,7
860,6
865,9
870,11
875,12
880,11
885,9
890,10
895,10
900,17
905,11
910,11
915,14
920,14
925,8
930,15
935,13
940,16
945,15
950,14
955,15
960,12
965,12
970,11
975,19
980,18
985,12
990,15
995,17
1000,11
1005,11
1010,12
1015,5
1020,10
1025,26
1030,12
1035,6
1040,10
1045,7
1050,7
1055,3
1060,7
1065,8
1070,5
1075,8
1080,5
1085,4
1090,7
1095,3
1100,8
1105,9
1110,9
1115,12
1120,2
1125,7
1130,3
1135,9
1140,6
1145,6
1150,1
1155,4
1160,5
1165,3
1170,7
1175,6
1180,8
1185,4
1190,7
1195,6
1200,6
1205,2
1210,0
1215,7
1220,2
1225,5
1230,4
1235,6
1240,2
1245,5
1250,2
1255,4
1260,9
1265,3
1270,1
1275,4
1280,7
1285,8
1290,2
1295,6
1300,0
