time,count
0,61
5,63
10,49
15,41
20,48
25,21
30,33
35,22
40,27
45,17
50,41
55,16
60,23
65,17
70,25
75,20
80,19
85,17
90,27
95,10
100,11
105,26
110,23
115,11
120,13
125,10
130,13
135,18
140,10
145,13
150,10
155,12
160,8
165,14
170,19
175,15
180,19
185,14
190,25
195,21
200,13
205,15
210,29
215,16
220,20
225,16
230,14
235,5
240,14
245,12
250,10
255,13
260,11
265,11
270,14
275,11
280,19
285,12
290,8
295,5
300,15
305,17
310,10
315,15
320,11
325,11
330,9
335,12
340,10
345,17
350,26
355,11
360,20
365,22
370,8
375,12
380,8
385,24
390,17
395,10
400,18
405,17
410,14
415,26
420,19
425,22
430,18
435,17
440,12
445,11
450,9
455,16
460,11
465,29
470,14
475,18
480,11
485,6
490,8
495,13
500,8
505,9
510,5
515,13
520,12
525,9
530,13
535,12
540,15
545,11
550,13
555,6
560,5
565,5
570,9
575,7
580,7
585,7
590,6
595,9
600,12
605,5
610,8
615,9
620,9
625,11
630,6
635,6
640,12
645,6
650,9
655,11
660,7
665,4
670,12
675,5
680,17
685,7
690,16
695,4
700,9
705,9
710,7
715,9
720,14
725,7
730,13
735,7
740,12
745,7
750,11
755,9
760,4
765,6
770,5
775,8
780,4
785,4
790,10
795,6
800,9
805,6
810,9
815,6
820,9
825,13
830,11
835,20
840,16
845,18
850,21
855,10
860,8
865,10
870,12
875,20
880,24
885,20
890,22
895,14
900,28
905,25
910,16
915,13
920,32
925,24
930,15
935,25
940,29
945,13
950,15
955,14
960,7
965,9
970,11
975,2
980,12
985,3
990,3
995,2
1000,2
