43475,328.887511,314.666725,994,13785,2015-11-08T16:33:15.894Z
43475,1.926077,881.321479,994,13785,2015-11-08T16:38:17.892Z
43478,993.021,100.44705,994,13785,2015-11-11T04:47:36.818Z
46481,327.559,302.474418,994,13785,2015-11-03T07:21:19.336Z
46481,410.470418,382.523368,994,13785,2015-11-03T07:23:10.508Z
46481,327.559,302.474418,994,13785,2015-11-03T07:23:19.820Z
46481,410.470418,382.523368,994,13785,2015-11-03T07:25:14.046Z
46481,553.558368,411.0091516393443,994,13785,2015-11-03T07:26:05.775Z
46481,428.404151,467.658367,994,13785,2015-11-03T07:28:05.689Z
46481,467.658367,498.856198,994,13785,2015-11-03T07:31:18.110Z
46481,553.558368,411.0091516393443,994,13785,2015-11-03T07:32:07.526Z
40351,442.319408,409.042325,994,13785,2015-11-03T02:44:46.087Z
40351,418.074516,359.187133,994,13785,2015-11-03T02:44:58.088Z
34161,333.318,13.81765,994,13785,2015-11-02T09:59:40.729Z
34161,13.81765,74.270043,994,13785,2015-11-02T10:03:40.788Z
34161,74.270043,111.215043,994,13785,2015-11-02T10:05:41.686Z
43688,17.462041,41.372208,994,13785,2015-11-11T12:24:38.727Z
43688,41.372208,111.276974,994,13785,2015-11-11T12:24:41.727Z
43688,111.276974,188.314879,994,13785,2015-11-11T12:24:44.728Z
43688,188.314879,225.835989,994,13785,2015-11-11T12:24:47.727Z
43688,225.835989,320.326684,994,13785,2015-11-11T12:24:50.727Z
43688,320.326684,347.67273,994,13785,2015-11-11T12:24:53.729Z
48319,1.194665,44.46523,994,13785,2015-11-10T05:11:23.160Z
48319,44.46523,527.8523132183908,994,13785,2015-11-10T05:11:26.160Z
38183,6.1,11.87,994,13785,2015-11-04T08:29:40.633Z
38183,30.05,47.97,994,13785,2015-11-04T08:30:16.135Z
38183,6.1,11.87,994,13785,2015-11-04T08:31:40.808Z
38183,30.05,47.97,994,13785,2015-11-04T08:32:16.223Z
38183,199.3,204.49,994,13785,2015-11-04T08:32:54.345Z
38183,204.49,209.7,994,13785,2015-11-04T08:32:56.967Z
38183,224.71,239.37,994,13785,2015-11-04T08:33:27.974Z
38183,199.3,204.49,994,13785,2015-11-04T08:34:54.456Z
38183,204.49,209.7,994,13785,2015-11-04T08:34:57.057Z
38183,224.71,239.37,994,13785,2015-11-04T08:35:28.048Z
38183,457.1,462.37,994,13785,2015-11-04T08:37:10.482Z
38183,457.1,462.37,994,13785,2015-11-04T08:39:10.572Z
38183,612.5,618.53,994,13785,2015-11-04T08:39:49.686Z
38183,612.5,618.53,994,13785,2015-11-04T08:41:49.758Z
38183,852.61,859.17,994,13785,2015-11-04T08:43:46.838Z
38183,878.03,883.1,994,13785,2015-11-04T08:44:11.621Z
38183,852.61,859.17,994,13785,2015-11-04T08:45:46.952Z
38183,878.03,883.1,994,13785,2015-11-04T08:46:11.684Z
38296,367.341,314.649563,994,13785,2015-11-05T00:58:52.034Z
43502,1.938,7.576,994,13785,2015-11-05T04:14:10.432Z
43502,542.25,524.6954940000001,994,13785,2015-11-05T04:18:55.424Z
52531,412.620936,407.022239,994,13785,2015-11-04T09:14:43.035Z
52531,407.022239,387.500799,994,13785,2015-11-04T09:16:42.392Z
47301,249.422,29.381173,994,13785,2015-11-13T08:18:31.169Z
47301,186.702173,149.653595,994,13785,2015-11-13T08:21:30.318Z
47301,149.653595,127.206056,994,13785,2015-11-13T08:21:33.318Z
47301,127.206056,119.373331,994,13785,2015-11-13T08:21:36.318Z
47301,119.373331,106.865243,994,13785,2015-11-13T08:21:39.371Z
47301,178.905243,67.049345,994,13785,2015-11-13T08:22:54.318Z
47301,136.191345,81.36324999999999,994,13785,2015-11-13T08:24:06.328Z
47301,90.50525,61.603437,994,13785,2015-11-13T08:24:18.333Z
47301,418.424437,383.461985,994,13785,2015-11-13T08:30:18.354Z
47301,383.461985,335.246726,994,13785,2015-11-13T08:30:21.381Z
40434,814.409773492,796.0848103,994,13785,2015-11-08T08:56:53.331Z
47786,105.463506,120.756326,994,13785,2015-11-09T01:53:25.921Z
47786,336.785988,349.283936,994,13785,2015-11-09T01:57:04.948Z
47786,349.283936,391.235363,994,13785,2015-11-09T01:57:07.966Z
47786,391.235363,418.095365,994,13785,2015-11-09T01:57:10.937Z
47786,418.095365,469.593743,994,13785,2015-11-09T01:57:13.938Z
47786,469.593743,481.987067,994,13785,2015-11-09T01:57:16.937Z
47786,542.064435,561.8632239999999,994,13785,2015-11-09T01:58:19.983Z
47786,561.8632239999999,588.522097,994,13785,2015-11-09T01:58:22.940Z
47786,588.522097,595.876828,994,13785,2015-11-09T01:58:25.940Z
47786,652.947281,674.831682,994,13785,2015-11-09T01:59:25.957Z
47786,674.831682,730.9338770000001,994,13785,2015-11-09T01:59:28.944Z
47786,730.9338770000001,791.425519,994,13785,2015-11-09T01:59:31.944Z
47786,791.425519,827.436289,994,13785,2015-11-09T01:59:34.958Z
47786,827.436289,878.76501,994,13785,2015-11-09T01:59:37.944Z
47786,878.76501,943.879791,994,13785,2015-11-09T01:59:40.946Z
44163,535.516155,855.084064,994,13785,2015-11-03T07:35:12.479Z
44163,870.463607,474.429715,994,13785,2015-11-03T07:35:41.569Z
48859,16.497357,0,994,13785,2015-11-15T14:16:09.459Z
42012,19.279,24.816,994,13785,2015-11-10T13:12:42.804Z
45405,398.581,21.399418,994,13785,2015-11-05T06:13:41.116Z
45405,21.399418,450.814408,994,13785,2015-11-05T06:13:47.114Z
45405,450.814408,358.083596,994,13785,2015-11-05T06:13:50.106Z
45405,358.083596,309.578248,994,13785,2015-11-05T06:13:53.127Z
38031,217.501,186.053056,994,13785,2015-11-09T17:56:31.013Z
38031,521.813056,485.013332,994,13785,2015-11-09T18:02:31.041Z
39819,449.880282,711.213361,994,13785,2015-11-08T14:13:50.589Z
42768,338.416,216.550179,994,13785,2015-11-08T06:17:01.865Z
42768,216.550179,134.739017,994,13785,2015-11-08T06:17:04.865Z
42768,140.339017,154.415017,994,13785,2015-11-08T06:17:10.865Z
42768,154.415017,164.551017,994,13785,2015-11-08T06:17:13.875Z
42768,176.591017,192.547017,994,13785,2015-11-08T06:17:22.895Z
42768,192.547017,207.215017,994,13785,2015-11-08T06:17:25.865Z
42768,207.215017,227.647017,994,13785,2015-11-08T06:17:29.018Z
42768,227.647017,256.227017,994,13785,2015-11-08T06:17:31.926Z
42768,256.227017,275.335017,994,13785,2015-11-08T06:17:34.875Z
42768,275.335017,304.235017,994,13785,2015-11-08T06:17:37.895Z
42768,304.235017,319.223017,994,13785,2015-11-08T06:17:40.875Z
42768,319.223017,329.899017,994,13785,2015-11-08T06:17:43.945Z
42768,381.343017,391.707017,994,13785,2015-11-08T06:19:46.946Z
42768,391.707017,407.269017,994,13785,2015-11-08T06:19:49.956Z
42768,407.269017,424.511017,994,13785,2015-11-08T06:19:52.946Z
42768,424.511017,443.277017,994,13785,2015-11-08T06:19:55.946Z
33947,326.418693,289.424987,994,13785,2015-11-06T13:49:43.549Z
33947,289.424987,298.809629,994,13785,2015-11-06T13:49:46.582Z
33947,559.450412,532.980777,994,13785,2015-11-06T13:53:10.657Z
33947,532.980777,521.873181,994,13785,2015-11-06T13:53:13.689Z
33947,825.0954359999999,840.6619439999999,994,13785,2015-11-06T13:55:58.721Z
33947,840.6619439999999,856.370855,994,13785,2015-11-06T13:56:01.726Z
33947,856.370855,871.565851,994,13785,2015-11-06T13:56:04.723Z
33947,871.565851,887.271676,994,13785,2015-11-06T13:56:07.724Z
33947,905.3798,920.763638,994,13785,2015-11-06T13:56:19.729Z
